"Drug_ID","Segmented_SMILE"
"DB06791","[H];H]N;]N(;N([;([H;[H];H]);])C;)CC;CCC;CCC;CCC;CC1;C1N;1N(;N([;([H;[H];H]);])C;)C(;C(=;(=O;=O);O)C;)C(;C(C;(CC;CC2;C2=;2=C;=CN;CN(;N([;([H;[H];H]);])C;)C3;C3=;3=C;=CC;CC=;C=C;=CC;CC=;C=C;=C2;C23;23);3)N;)N(;N([;([H;[H];H]);])C;)C(;C(=;(=O;=O);O)C;)C(;C(C;(CC;CC2;C2=;2=C;=CC;CC=;C=C;=C(;C(O;(O);O)C;)C=;C=C;=C2;C2);2)N;)N(;N([;([H;[H];H]);])C;)C(;C(=;(=O;=O);O)C;)C(;C(C;(CS;CSS;SSC;SCC;CC(;C(N;(N(;N([;([H;[H];H]);])C;)C(;C(=;(=O;=O);O)C;)C(;C(N;(N(;N([;([H;[H];H]);])C;)C1;C1=;1=O;=O);O)C;)C(;C(C;(C);C)C;)C);C)C;)C(;C(=;(=O;=O);O)N;)N(;N([;([H;[H];H]);])C;)C(;C(C;(C(;C(C;(C);C)O;)O);O)C;)C(;C(=;(=O;=O);O)N;)N(;N([;([H;[H];H]);])[;)[H;[H];H]);])N;)N(;N([;([H;[H];H]);])C;)C(;C(=;(=O;=O);O)C;)C(;C(C;(CC;CC1;C1=;1=C;=CC;CC2;C2=;2=C;=CC;CC=;C=C;=CC;CC=;C=C;=C2;C2C;2C=;C=C;=C1;C1);1)N;)N(;N([;([H;[H];H]);])[;)[H;[H]"
"DB06792","[La;La+;a+3;+3];3].;].[;.[L;[La;La+;a+3;+3];3].;].[;.[O;[O-;O-];-]C;]C(;C([;([O;[O-;O-];-]);])=;)=O;=O.;O.[;.[O;[O-;O-];-]C;]C(;C([;([O;[O-;O-];-]);])=;)=O;=O.;O.[;.[O;[O-;O-];-]C;]C(;C([;([O;[O-;O-];-]);])=;)=O"
"DB06794","OC(;C(=;(=O;=O);O)C;)C(;C(=;(=O;=O);O)N;)NC;NC1;C1=;1=C;=CC;CC(;C(=;(=C;=CC;CC(;C(N;(NC;NC(;C(=;(=O;=O);O)C;)C(;C(O;(O);O)=;)=O;=O);O)=;)=C;=C1;C1C;1Cl;Cl);l)C;)C#;C#N"
"DB06795","NCC;CC1;C1=;1=C;=CC;CC=;C=C;=C(;C(C;(C=;C=C;=C1;C1);1)S;)S(;S(N;(N);N)(;)(=;(=O;=O);O)=;)=O"
"DB06799","C1N;1N2;N2C;2CN;CN3;N3C;3CN;CN1;N1C;1CN;CN(;N(C;(C2;C2);2)C;)C3"
"DB06800","C[N;[N@;N@+;@+];+]1;]1(;1(C;(CC;CC2;C2C;2CC;CC2;C2);2)C;)CC;CC[;C[C;[C@;C@];@]2;]23;23[;3[C;[C@;C@H;@H];H]4;]4O;4OC;OC5;C5=;5=C;=C(;C(O;(O);O)C;)C=;C=C;=CC;CC(;C(C;(C[;C[C;[C@;C@@;@@H;@H];H]1;]1[;1[C;[C@;C@];@]2;]2(;2(O;(O);O)C;)CC;CCC;CC4;C4=;4=O;=O);O)=;)=C;=C3;C35"
"DB06802","NC(;C(=;(=O;=O);O)C;)CC;CC1;C1=;1=C;=CC;CC=;C=C;=CC;CC(;C(C;(C(;C(=;(=O;=O);O)C;)C2;C2=;2=C;=CC;CC=;C=C;=CC;CC=;C=C;=C2;C2);2)=;)=C;=C1;C1N"
"DB06803","OC1;C1=;1=C;=C(;C(C;(C=;C=C;=C(;C(C;(Cl;Cl);l)C;)C=;C=C;=C1;C1);1)C;)C(;C(=;(=O;=O);O)N;)NC;NC1;C1=;1=C;=C(;C(C;(Cl;Cl);l)C;)C=;C=C;=C(;C(C;(C=;C=C;=C1;C1);1)[;)[N;[N+;N+];+](;]([;([O;[O-;O-];-]);])=;)=O"
"DB06804","CCC;CCC;CCC;CCC;CCC;CCC;CCC;CCC;CC1;C1=;1=C;=CC;CC=;C=C;=C(;C(O;(OC;OCC;CCO;COC;OCC;CCO;COC;OCC;CCO;COC;OCC;CCO;COC;OCC;CCO;COC;OCC;CCO;COC;OCC;CCO;COC;OCC;CCO;COC;OCC;CCO;CO);O)C;)C=;C=C;=C1"
"DB06810","CO[;O[C;[C@;C@@;@@H;@H];H](;]([;([C;[C@;C@@;@@H;@H];H]1;]1C;1CC;CC2;C2=;2=C;=CC;CC3;C3=;3=C;=CC;CC(;C(O;(O[;O[C;[C@;C@H;@H];H]4;]4C;4C[;C[C;[C@;C@@;@@H;@H];H](;](O;(O[;O[C;[C@;C@H;@H];H]5;]5C;5C[;C[C;[C@;C@@;@@H;@H];H](;](O;(O);O)[;)[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@@;@@H;@H];H](;](C;(C);C)O;)O5;O5);5)[;)[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@@;@@H;@H];H](;](C;(C);C)O;)O4;O4);4)=;)=C;=C(;C(C;(C);C)C;)C(;C(O;(O);O)=;)=C;=C3;C3C;3C(;C(O;(O);O)=;)=C;=C2;C2C;2C(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H]1;]1O;1O[;O[C;[C@;C@H;@H];H]1;]1C;1C[;C[C;[C@;C@@;@@H;@H];H](;](O;(O[;O[C;[C@;C@H;@H];H]2;]2C;2C[;C[C;[C@;C@@;@@H;@H];H](;](O;(O[;O[C;[C@;C@H;@H];H]3;]3C;3C[;C[C;[C@;C@];@](;](C;(C);C)(;)(O;(O);O)[;)[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@@;@@H;@H];H](;](C;(C);C)O;)O3;O3);3)[;)[C;[C@;C@@;@@H;@H];H](;](O;(O);O)[;)[C;[C@;C@@;@@H;@H];H](;](C;(C);C)O;)O2;O2);2)[;)[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@@;@@H;@H];H](;](C;(C);C)O;)O1;O1);1)C;)C(;C(=;(=O;=O);O)[;)[C;[C@;C@@;@@H;@H];H](;](O;(O);O)[;)[C;[C@;C@@;@@H;@H];H](;](C;(C);C)O"
"DB06813","NC1;C1=;1=N;=NC;NC2;C2=;2=N;=NC;NC=;C=C;=C(;C(C;(CC;CC(;C(C;(CC;CC#;C#C;#C);C)C;)C3;C3=;3=C;=CC;CC=;C=C;=C(;C(C;(C=;C=C;=C3;C3);3)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CC(;C(O;(O);O)=;)=O;=O);O)C;)C(;C(O;(O);O)=;)=O;=O);O)N;)N=;N=C;=C2;C2C;2C(;C(N;(N);N)=;)=N;=N1"
"DB06816","CN(;N(C;(C);C)C;)C1;C1=;1=C;=CC;CC2;C2=;2=C;=C(;C(C;(C=;C=C;=C1;C1);1)[;)[N;[N+;N+];+](;](C;(C);C)=;)=C;=C(;C(\;(\C;\C=;C=C;=C\;C\C;\C1;C1=;1=C;=C(;C(C;(C);C)N;)N(;N(C;(C(;C(C;(C);C)=;)=C;=C1;C1);1)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C=;C=C;=C2"
"DB06817","CN1;N1C;1C(;C(=;(=O;=O);O)C;)C(;C(O;(O);O)=;)=C;=C(;C(N;(N=;N=C;=C1;C1C;1C(;C(C;(C);C)(;)(C;(C);C)N;)NC;NC(;C(=;(=O;=O);O)C;)C1;C1=;1=N;=NN;NN=;N=C;=C(;C(C;(C);C)O;)O1;O1);1)C;)C(;C(=;(=O;=O);O)N;)NC;NCC;CC1;C1=;1=C;=CC;CC=;C=C;=C(;C(F;(F);F)C;)C=;C=C;=C1"
"DB06819","OC(;C(=;(=O;=O);O)C;)CC;CCC;CCC;CC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1"
"DB06820","ClC;lC1;C1=;1=C;=CC;CC=;C=C;=C(;C(C;(CS;CSC;SC(;C(C;(CN;CN2;N2C;2C=;C=C;=CN;CN=;N=C;=C2;C2);2)C;)C2;C2=;2=C;=C(;C(C;(Cl;Cl);l)C;)C=;C=C;=C(;C(C;(Cl;Cl);l)C;)C=;C=C;=C2;C2);2)C;)C=;C=C;=C1"
"DB06824","NCC;CCN;CNC;NCC;CCN;CNC;NCC;CCN"
"DB06825","CC(;C(C;(C);C)C;)C[;C[C;[C@;C@H;@H];H](;](N;(NC;NC(;C(=;(=O;=O);O)[;)[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC1;C1=;1=C;=CN;CNC;NC2;C2=;2=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C12;12);2)N;)NC;NC(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](C;(CC;CC1;C1=;1=C;=CC;CC=;C=C;=C(;C(O;(O);O)C;)C=;C=C;=C1;C1);1)N;)NC;NC(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](C;(CO;CO);O)N;)NC;NC(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](C;(CC;CC1;C1=;1=C;=CN;CNC;NC2;C2=;2=C;=C1;C1C;1C=;C=C;=CC;CC=;C=C;=C2;C2);2)N;)NC;NC(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](C;(CC;CC1;C1=;1=C;=CN;CNC;NC=;C=N;=N1;N1);1)N;)NC;NC(;C(=;(=O;=O);O)[;)[C;[C@;C@@;@@H;@H];H]1;]1C;1CC;CCC;CC(;C(=;(=O;=O);O)N;)N1;N1);1)C;)C(;C(=;(=O;=O);O)N;)N[;N[C;[C@;C@@;@@H;@H];H](;](C;(CC;CCC;CCN;CNC;NC(;C(N;(N);N)=;)=N;=N);N)C;)C(;C(=;(=O;=O);O)N;)N1;N1C;1CC;CCC;CC[;C[C;[C@;C@H;@H];H]1;]1C;1C(;C(=;(=O;=O);O)N;)NC;NCC;CC(;C(N;(N);N)=;)=O"
"DB06826","CCC;CCC;CCC;CCC;CCC;CCC;CC(;C(=;(=O;=O);O)C;)CC;CC[;C[C;[C@;C@H;@H];H]1;]1[;1[C;[C@;C@H;@H];H](;](O;(O);O)C;)C[;C[C;[C@;C@H;@H];H](;](O;(O);O)[;)[C;[C@;C@@;@@H;@H];H]1;]1C;1C\;C\C;\C=;C=C;=C/;C/C;/CC;CCC;CCC;CC(;C(O;(O);O)=;)=O"
"DB06827","[H];H][;][C;[C@;C@@;@@];@]1;]1(;1(C;(C[;C[C;[C@;C@H;@H];H](;](O;(O);O)N;)NC;NC(;C(=;(=N;=N);N)N;)N1;N1);1)[;)[C;[C@;C@];@]1;]1(;1([;([H;[H];H]);])N;)NC;NC(;C(=;(=O;=O);O)\;)\C;\C(;C(N;(NC;NC(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](C;(CO;CO);O)N;)NC;NC(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](C;(CO;CO);O)N;)NC;NC(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](C;(CN;CNC;NC1;C1=;1=O;=O);O)N;)NC;NC(;C(=;(=O;=O);O)C;)C[;C[C;[C@;C@@;@@H;@H];H](;](N;(N);N)C;)CC;CCC;CCN;CN);N)=;)=C;=C\;C\N;\NC;NC(;C(N;(N);N)=;)=O"
"DB07615","COC;OC1;C1=;1=C;=CC;CC=;C=C;=C(;C(\;(\C;\C=;C=C;=C\;C\C;\C(;C(=;(=O;=O);O)N;)NC;NC2;C2=;2=C;=CC;CC=;C=C;=CC;CC=;C=C;=C2;C2C;2C(;C(O;(O);O)=;)=O;=O);O)C;)C=;C=C;=C1;C1O;1OC"
"DB08439","CCC;CC(;C(=;(=O;=O);O)N;)NS;NS(;S(=;(=O;=O);O)(;)(=;(=O;=O);O)C;)C1;C1=;1=C;=CC;CC=;C=C;=C(;C(C;(C=;C=C;=C1;C1);1)C;)C1;C1=;1=C;=C(;C(C;(C);C)O;)ON;ON=;N=C;=C1;C1C;1C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1"
"DB08795","[H];H][;][C;[C@;C@];@]1;]12;12S;2SC;SC(;C(C;(C);C)(;)(C;(C);C)[;)[C;[C@;C@@;@@H;@H];H](;](N;(N1;N1C;1C(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H]2;]2N;2NC;NC(;C(=;(=O;=O);O)[;)[C;[C@;C@H;@H];H](;](N;(N=;N=[;=[N;[N+;N+];+]=;]=[;=[N;[N-;N-];-]);])C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C(;C(O;(O);O)=;)=O"
"DB08796","O=C;=C(;C(O;(OC;OCC;CCO;COC;OCC;CCN;CN1;N1C;1CC;CCC;CCC;CCC;CC1;C1);1)N;)N1;N1C;1C2;C2=;2=C;=CC;CC=;C=C;=CC;CC=;C=C;=C2;C2S;2SC;SC2;C2=;2=C;=C1;C1N;1N=;N=C;=CC;CC=;C=C;=C2"
"DB08797","NC(;C(=;(=O;=O);O)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1O"
"DB08798","CC1;C1=;1=C;=C(;C(C;(C);C)N;)N=;N=C;=C(;C(N;(NS;NS(;S(=;(=O;=O);O)(;)(=;(=O;=O);O)C;)C2;C2=;2=C;=CC;CC=;C=C;=C(;C(N;(N);N)C;)C=;C=C;=C2;C2);2)O;)O1"
"DB08799","C(N;(N(;N(C;(CC;CC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1);1)C;)C1;C1=;1=N;=NC;NCC;CCN;CN1"
"DB08800","CN(;N(C;(C);C)C;)CC;CCN;CN(;N(C;(CC;CC1;C1=;1=C;=CC;CC=;C=C;=C(;C(C;(Cl;Cl);l)C;)C=;C=C;=C1;C1);1)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=N;=N1"
"DB08801","CC(;C(C;(C1;C1=;1=C;=C(;C(C;(CC;CCN;CN(;N(C;(C);C)C;)C);C)C;)CC;CC2;C2=;2=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C12;12);2)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=N;=N1"
"DB08802","CC(;C(C;(CN;CN1;N1C;1C2;C2=;2=C;=CC;CC=;C=C;=CC;CC=;C=C;=C2;C2S;2SC;SC2;C2=;2=C;=C1;C1N;1N=;N=C;=CC;CC=;C=C;=C2;C2);2)N;)N(;N(C;(C);C)C"
"DB08804","[H];H][;][C;[C@;C@@;@@];@]1;]12;12C;2CC;CC[;C[C;[C@;C@H;@H];H](;](O;(OC;OC(;C(=;(=O;=O);O)C;)CC;CCC;CCC;CCC;CCC;CCC;CCC;CCC;CC);C)[;)[C;[C@;C@@;@@];@]1;]1(;1(C;(C);C)C;)CC;CC[;C[C;[C@;C@];@]1;]1(;1([;([H;[H];H]);])[;)[C;[C@;C@@;@@];@]3;]3(;3([;([H;[H];H]);])C;)CC;CCC;CC(;C(=;(=O;=O);O)C;)C=;C=C;=C3;C3C;3CC;CC[;C[C;[C@;C@@;@@];@]2;]21;21[;1[H;[H]"
"DB08806","CC(;C(=;(=O;=O);O)O;)OC;OCC;CC(;C(=;(=O;=O);O)N;)NC;NCC;CCC;CCO;COC;OC1;C1=;1=C;=CC;CC=;C=C;=CC;CC(;C(C;(CN;CN2;N2C;2CC;CCC;CCC;CCC;CC2;C2);2)=;)=C;=C1"
"DB08807","CC1;C1=;1=C;=CC;CC2;C2=;2=C;=C(;C(N;(N1;N1);1)C;)C=;C=C;=CC;CC=;C=C;=C2;C2O;2OC;OCC;CC(;C(C;(CN;CNC;NC(;C(C;(C);C)(;)(C;(C);C)C;)C);C)O;)OC;OC(;C(=;(=O;=O);O)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1"
"DB08808","CC1;C1=;1=C;=CC;CC(;C(O;(OC;OCC;CC(;C(O;(O);O)C;)CN;CNC;NC(;C(C;(C);C)(;)(C;(C);C)C;)C);C)=;)=C;=C(;C(C;(Cl;Cl);l)C;)C=;C=C;=C1"
"DB08811","CCC;CC1;C1C;1C2;C2=;2=C;=CC;CC(;C(O;(OC;OC);C)=;)=C;=C(;C(O;(OC;OC);C)C;)C=;C=C;=C2;C2C;2C(;C(=;(=N;=NN;NN=;N=C;=C1;C1C;1C);C)C;)C1;C1=;1=C;=CC;CC(;C(O;(OC;OC);C)=;)=C;=C(;C(O;(OC;OC);C)C;)C=;C=C;=C1"
"DB08814","CC(;C(=;(=O;=O);O)O;)OC;OC1;C1=;1=C;=C(;C(C;(C=;C=C;=CC;CC(;C(=;(=C;=C1;C1);1)C;)C(;C(F;(F);F)(;)(F;(F);F)F;)F);F)C;)C(;C(O;(O);O)=;)=O"
"DB08815","[H];H][;][C;[C@;C@@;@@];@]1;]12;12[;2[C;[C@;C@H;@H];H]3;]3C;3CC;CC[;C[C;[C@;C@H;@H];H](;](C;(C3;C3);3)[;)[C;[C@;C@];@]1;]1(;1([;([H;[H];H]);])C;)C(;C(=;(=O;=O);O)N;)N(;N(C;(C[;C[C;[C@;C@@;@@H;@H];H]1;]1C;1CC;CCC;CCC;CC[;C[C;[C@;C@H;@H];H]1;]1C;1CN;CN1;N1C;1CC;CCN;CN(;N(C;(CC;CC1;C1);1)C;)C1;C1=;1=N;=NS;NSC;SC3;C3=;3=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C13;13);3)C;)C2;C2=;2=O"
"DB08816","CCC;CCS;CSC;SC1;C1=;1=N;=NC;NC2;C2=;2=C;=C(;C(N;(N=;N=N;=NN;NN2;N2[;2[C;[C@;C@@;@@H;@H];H]2;]2C;2C[;C[C;[C@;C@H;@H];H](;](O;(OC;OCC;CCO;CO);O)[;)[C;[C@;C@@;@@H;@H];H](;](O;(O);O)[;)[C;[C@;C@H;@H];H]2;]2O;2O);O)C;)C(;C(N;(N[;N[C;[C@;C@@;@@H;@H];H]2;]2C;2C[;C[C;[C@;C@H;@H];H]2;]2C;2C2;C2=;2=C;=CC;CC(;C(F;(F);F)=;)=C;=C(;C(F;(F);F)C;)C=;C=C;=C2;C2);2)=;)=N;=N1"
"DB08819","CC(;C(C;(C);C)O;)OC;OC(;C(=;(=O;=O);O)C;)CC;CCC;CC\;C\C;\C=;C=C;=C/;C/C;/C[;C[C;[C@;C@H;@H];H]1;]1[;1[C;[C@;C@@;@@H;@H];H](;](O;(O);O)C;)C[;C[C;[C@;C@@;@@H;@H];H](;](O;(O);O)[;)[C;[C@;C@@;@@H;@H];H]1;]1\;1\C;\C=;C=C;=C\;C\C;\C(;C(F;(F);F)(;)(F;(F);F)C;)CO;COC;OC1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1"
"DB08820","CC(;C(C;(C);C)(;)(C;(C);C)C;)C1;C1=;1=C;=CC;CC(;C(=;(=C;=C(;C(O;(O);O)C;)C=;C=C;=C1;C1N;1NC;NC(;C(=;(=O;=O);O)C;)C1;C1=;1=C;=CN;CNC;NC2;C2=;2=C;=CC;CC=;C=C;=CC;CC=;C=C;=C2;C2C;2C1;C1=;1=O;=O);O)C;)C(;C(C;(C);C)(;)(C;(C);C)C"
"DB08822","CCO;COC;OC1;C1=;1=N;=NC;NC2;C2=;2=C;=C(;C(N;(N1;N1C;1CC;CC1;C1=;1=C;=CC;CC=;C=C;=C(;C(C;(C=;C=C;=C1;C1);1)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C1C;1C1;C1=;1=N;=NO;NOC;OC(;C(=;(=O;=O);O)N;)N1;N1);1)C;)C(;C(=;(=C;=CC;CC=;C=C;=C2;C2);2)C;)C(;C(=;(=O;=O);O)O;)OC;OCC;CC1;C1=;1=C;=C(;C(C;(C);C)O;)OC;OC(;C(=;(=O;=O);O)O;)O1"
"DB08824","[H];H][;][C;[C@;C@];@]1;]12;12C;2CC;CC[;C[C;[C@;C@];@](;]([;([H;[H];H]);])(;)([;([C;[C@;C@H;@H];H](;]([;([C;[C@;C@H;@H];H](;](C;(C1;C1);1)C;)C1;C1=;1=C;=CC;CC=;C=C;=C(;C([;([1;[12;123;23I;3I];I]);])C;)C=;C=C;=C1;C1);1)C;)C(;C(=;(=O;=O);O)O;)OC;OC);C)N;)N2;N2C;2CC;CCC;CCF"
"DB08826","CN1;N1C;1C=;C=C;=CC;CC(;C(=;(=O;=O);O)C;)C(;C(O;(O);O)=;)=C;=C1;C1C"
"DB08827","FC(;C(F;(F);F)(;)(F;(F);F)C;)CN;CNC;NC(;C(=;(=O;=O);O)C;)C1;C1(;1(C;(CC;CCC;CCC;CCN;CN2;N2C;2CC;CCC;CC(;C(C;(CC;CC2;C2);2)N;)NC;NC(;C(=;(=O;=O);O)C;)C2;C2=;2=C;=C(;C(C;(C=;C=C;=CC;CC=;C=C;=C2;C2);2)C;)C2;C2=;2=C;=CC;CC=;C=C;=C(;C(C;(C=;C=C;=C2;C2);2)C;)C(;C(F;(F);F)(;)(F;(F);F)F;)F);F)C;)C2;C2=;2=C;=CC;CC=;C=C;=CC;CC=;C=C;=C2;C2C;2C2;C2=;2=C;=CC;CC=;C=C;=CC;CC=;C=C;=C1;C12"
"DB08828","CS(;S(=;(=O;=O);O)(;)(=;(=O;=O);O)C;)C1;C1=;1=C;=CC;CC(;C(C;(Cl;Cl);l)=;)=C;=C(;C(C;(C=;C=C;=C1;C1);1)C;)C(;C(=;(=O;=O);O)N;)NC;NC1;C1=;1=C;=CC;CC=;C=C;=C(;C(C;(Cl;Cl);l)C;)C(;C(=;(=C;=C1;C1);1)C;)C1;C1=;1=C;=CC;CC=;C=C;=CC;CC=;C=N;=N1"
"DB08860","O[C;[C@;C@H;@H];H](;](C;(C[;C[C;[C@;C@H;@H];H](;](O;(O);O)\;)\C;\C=;C=C;=C\;C\C;\C1;C1=;1=C;=C(;C(N;(N=;N=C;=C2;C2C;2C=;C=C;=CC;CC=;C=C;=CC;CC2;C2=;2=C;=C1;C1C;1C1;C1=;1=C;=CC;CC=;C=C;=C(;C(F;(F);F)C;)C=;C=C;=C1;C1);1)C;)C1;C1C;1CC;CC1;C1);1)C;)CC;CC(;C(O;(O);O)=;)=O"
"DB08864","CC1;C1=;1=C;=CC;CC(;C(\;(\C;\C=;C=C;=C\;C\C;\C#;C#N;#N);N)=;)=C;=CC;CC(;C(C;(C);C)=;)=C;=C1;C1N;1NC;NC1;C1=;1=C;=CC;CC=;C=N;=NC;NC(;C(N;(NC;NC2;C2=;2=C;=CC;CC=;C=C;=C(;C(C;(C=;C=C;=C2;C2);2)C;)C#;C#N;#N);N)=;)=N;=N1"
"DB08865","C[C;[C@;C@@;@@H;@H];H](;](O;(OC;OC1;C1=;1=C;=CC;CC(;C(=;(=C;=CN;CN=;N=C;=C1;C1N;1N);N)C;)C1;C1=;1=C;=CN;CN(;N(N;(N=;N=C;=C1;C1);1)C;)C1;C1C;1CC;CCN;CNC;NCC;CC1;C1);1)C;)C1;C1=;1=C;=C(;C(C;(Cl;Cl);l)C;)C=;C=C;=CC;CC(;C(F;(F);F)=;)=C;=C1;C1C;1Cl"
"DB08867","CN(;N(C;(C);C)C;)C1;C1=;1=C;=CC;CC=;C=C;=C(;C(C;(C=;C=C;=C1;C1);1)[;)[C;[C@;C@H;@H];H]1;]1C;1C[;C[C;[C@;C@@;@@];@]2;]2(;2(C;(C);C)[;)[C;[C@;C@@;@@H;@H];H](;](C;(CC;CC[;C[C;[C@;C@];@]2;]2(;2(O;(O);O)C;)C(;C(C;(C);C)=;)=O;=O);O)[;)[C;[C@;C@@;@@H;@H];H]2;]2C;2CC;CCC;CC3;C3=;3=C;=CC;CC(;C(=;(=O;=O);O)C;)CC;CCC;CC3;C3=;3=C;=C1;C12"
"DB08868","CCC;CCC;CCC;CCC;CCC;CCC;CCC;CC1;C1=;1=C;=CC;CC=;C=C;=C(;C(C;(CC;CCC;CC(;C(N;(N);N)(;)(C;(CO;CO);O)C;)CO;CO);O)C;)C=;C=C;=C1"
